video_id,comment,reply,comment_date,reply_date,video_title,category_id_x,channel_name,category_id_y,category,reply_dimension,comment_dimension
kcxhGF-XrO0,"What happened to all the ""gas engines will never work"" crowd?","To be fair, that crowd never said the engines couldn't work. Their argument is that he would have poorer efficiency and the LS engines would have more problems and die sooner which could very well all be still true. I doubt anyone thought those engines would die with less than 200 miles on them.",2023-09-02T21:39:00Z,2023-09-02T22:19:35Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,conflict
kcxhGF-XrO0,I am sure you will have a lot of problems with that diesel sludge.That gas is slowly breaking it down.,"The engines will hiccup a tiny bit and they will Panic, then it will be fine once out of the system.",2023-09-02T21:37:45Z,2023-09-03T00:09:16Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,knowledge
kcxhGF-XrO0,"You might want to consider getting your navigations lights fixed before you go out at night again!  That is very sketchy.  I understand that you are learning but you need to get your prep on point and get the lights, sonar and radar dialed.","just stupid, stupid mistakes all around, there really needs to be a license for operators of a boat this size",2023-09-02T21:36:11Z,2023-09-03T00:42:42Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,knowledge
kcxhGF-XrO0,For best fuel efficiency you need to get the boat on plain. This gets the most of the boat out of the water creating less drag and better efficiency.,"Nope the best fuel efficiency is trawling speed around 6-11 mph depending on hull design.  Hower he has planing hull boat so he has 2 best efficiencies, but the trawling speed will always outperform planing in MPG.",2023-09-02T21:35:38Z,2023-09-03T04:15:06Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,similarity
kcxhGF-XrO0,I think you are going to regret putting gas engines in the yacht. You should have gone with diesels turbo charged and gotten much better fuel efficiency. As another poster said faster is better for efficiency in a boat as the less boat in the water the better.,"Well, that depends of how much they expect to use the yacht. If they only take it out for some small trips once in a while, the gasoline engines is adequate, but if they are planning to do many and longer trips, then yes diesel engines would've been better.",2023-09-02T21:35:14Z,2023-09-02T22:25:58Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,similarity,similarity
kcxhGF-XrO0,"I was always told that the more the boat is out of the water the more efficient it is, and that is why some of the big boats when they really get moving basically just a little bit of the boat is actually in the water?",Depends on the hull type. But he would be most efficient on the plane for this boat.,2023-09-02T21:25:41Z,2023-09-02T21:44:01Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,similarity,similarity
kcxhGF-XrO0,you need to install RACOR fuel filters and should work best believe me any marine store will have them,Also pressure washer stores. We use racor filters on the burners for hot water units.,2023-09-02T21:25:29Z,2023-09-02T21:50:28Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,knowledge
kcxhGF-XrO0,Isn’t your hull designed to plane? I’d think you’d get better mileage at cruise on plane then you would just plowing water.,"The boat is made for fast on plane navigation with the original Cummins engines. By me, the boat asset is compromised  by those light and fragile gas engines. The bow is constantly too low. The boat needs to be loaded in some way at the stern and this will eliminate the advantage of the gas engines low weight. By the way, I'm pretty sure that Chris will brilliantly resolve any problems.",2023-09-02T21:23:49Z,2023-09-02T22:06:11Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,trust,similarity
kcxhGF-XrO0,What a huge mistake to LS swap that boat. Gas will never get cheaper. Basically if you can afford to run it you can afford to buy one with proper marine diesels,So many people have told him this from the very beginning.,2023-09-02T21:23:23Z,2023-09-02T21:35:04Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,knowledge
kcxhGF-XrO0,"Ironically, from the way you described it, you put the speed at the least fuel efficient speed... generally, fuel efficiency is the same between boats and cars with the best is efficiency is with slow speeds. But there is one difference. The plane. Boats get the worst fuel efficiency just below plane, and the best just above. So the slow vs fast is split between two group, and the separator is the plane.","Teah, below the hump. Need to be slow of on the plane, not at hump speed, just building waves.",2023-09-02T21:23:02Z,2023-09-02T22:59:41Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,similarity,similarity
kcxhGF-XrO0,9:45 I believe when a plain hull plains it’s at its most efficient.. if it is a displacement hull then you’ve got the right thoughts..,He makes his money off of comments and views. I think he knows what he is doing.,2023-09-02T21:22:17Z,2023-09-02T21:46:46Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,similarity
kcxhGF-XrO0,"12:00 - Anyone else just a teensy bit alarmed at the sub-20 PSI oil pressure?  Seems like at idle that should be more, especially for a hot rod LS setup...?",Yea that's sub optimal at best. Maybe it's idling too low to build much pressure.,2023-09-02T21:18:16Z,2023-09-02T21:46:17Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,similarity,conflict
kcxhGF-XrO0,Is there something dead in the boat? The amount of flies is alarming,There is a fridge full of rotten shit that they need to clean out.,2023-09-02T21:17:06Z,2023-09-02T21:54:51Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,knowledge
kcxhGF-XrO0,thats a planing hull its at its most efficient when its out of the water. the diesel engines would have been tuned so that they were at their most efficient at a high teen / low 20 knot cruising speed most probably. where the hull is out of the water as much as possible so under least resistance.,"Couldn’t have said it better, probably with a worse Northern European accent but not better",2023-09-02T21:16:06Z,2023-09-02T21:52:25Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,knowledge
7SYz-07zRZw,btw please take my tryout description into consideration please I'll try my best to fix it,glacius I can't take it onyx is picking top 5 so you might have a chance,2018-01-05T18:38:31Z,2018-01-05T21:17:25Z,10 fps No tween i can't master this ima rage,1,Troy,1,Film & Animation,similarity,respect
Vg5X-GT5owY,Isn't it insulting that you would list Africa as a country?,"You're absolutely right! Africa is a continent, not a country. If you saw it mistakenly listed as a country somewhere, that would be incorrect and misleading. Africa is made up of 54 countries, each with its own unique culture, history, and geography. Thanks for pointing that out!",2025-02-12T16:54:59Z,2025-02-12T18:10:53Z,General Knowledge | General Knowledge Quiz | Trivia Quiz | Trivia | Quiz | Pub Quiz | GK | GK Quiz,27,Educate With Joy,27,Education,conflict,conflict
_H0Tzu-X3WY,Thanks for the tip.if I get a pair I will share them with you,I use to work many years ago. that’s how I know about it. I call one of the stores to make they are still doing the clearance sale and they said yes.,2020-01-28T12:45:37Z,2020-01-29T17:35:01Z,Dillard’s shoe clearance,22,Safety mom Julie & Valerie’s Voyage,22,People & Blogs,knowledge,trust
LNeSnG-8i7g,"Hello Carol,  I love these blocks and somehow I need to work this quilt onto my list..  I won’t be able to work it in for a bit of time 😬 but this quilt makes me feel like dropping everything to make.  I love how you have placed the smaller blocks in the center.  I Love it ❣️ Thank you so much, 🥰 Chris","It's definitely an optical illusion. All the blocks are 12""!! Thanks for watching.",2023-02-27T06:21:44Z,2023-02-28T02:40:25Z,0226 X Block Sampler Quilt Setting #2 | Block a Day 2023 | Free Quilting Pattern | AccuQuilt |,26,Carol Thelen,26,Howto & Style,social_support,trust
7KtZ-yZLWpA,"LOL that was my request :D
it's always me who requests with weird songs lol",naah I had even more weird songs to make request with xD,2020-09-23T16:17:27Z,2020-10-05T14:36:36Z,Fairies Dreams ~ Cortney ~ Greatest [request],22,SolariaShine backup,22,People & Blogs,fun,fun
a6-7Ktz-uFs,"De-Illumination is no different than Warfaze. A little bit symphonic but it's the same thing. Sazzad is also the carbon copy of ""The Guitarman"" Kamal. No disrespect to De-Illumination or The Angry Machine but you guys should do something different. Like Eclipse did few years ago. It's the same sound we've heard on ""Alo"" and ""Moharaj"".","I don't agree with you, the sound is much different, go through others songs of 'Onibarjo; album. They called this genre as 'Symphonic Metal with Regional Soul' ",2014-04-30T18:31:42Z,2015-02-19T07:03:06Z,De-Illumination _ Sroshta (The Creator) - Bangladeshi Band,10,Desi Rock Metal,10,Music,respect,similarity
x82Y-6g1VbQ,Here what is this song btw love the vids love you to you’re so nice and funny,"Are you asking for the song name? 

If you are it’s story of my life by one direction (aka the biggest band on the planet, aka directioners pride and joy, aka the people who made what makes you beautiful, aka… ok you get the point)",2022-03-30T22:56:41Z,2022-04-05T03:29:00Z,Only your soulmate can unlock your heart bracelet💘 .. #shorts,22,Autumn Monique,22,People & Blogs,fun,fun
x82Y-6g1VbQ,"I’m trying not to cry but





STORY OF MY LIFE I TAKE HER HOME I DRIVE ALL NIGHT TO KEEP HER WARM INSIDE ITS FROOOOOOZEENNNN STORY OF MY LIFFEEEEE",I GIVE HER HOPE I SPEND HER LOVE UNTIL SHES BROKE INSIDE. THE STORY OF MY LIIIIIFFFEEEEE!!,2022-02-02T03:12:18Z,2022-04-05T03:25:56Z,Only your soulmate can unlock your heart bracelet💘 .. #shorts,22,Autumn Monique,22,People & Blogs,romance,respect
x82Y-6g1VbQ,Where'd you get that bracelet? It's so cute! I think this would make a great valentine's gift.,Look it in amazon up i just bought one but it still hasn’t arrived,2022-01-30T12:50:39Z,2022-01-31T21:01:12Z,Only your soulmate can unlock your heart bracelet💘 .. #shorts,22,Autumn Monique,22,People & Blogs,respect,social_support
3x4DhP-OPlQ,"I live in Canada and trialed a small aquaponics system.  I quickly realized that the externalities (fish food, energy input) would quickly render the project unsustainable.  I’d love to see the nutritional analysis and energy breakdowns for this.  Perennial, plant based food for fish could be a game changer for aquaculture and aquaponic, for the human diet and for the planet.","I can add similar info: Japanese scientists recently have been found a new way about to grow salty water fishes in fresh waters! Thus inland countries will be able to use aquaculture. Because without access to sea it's impposible, even though with sea, still you can't carry salt water too far from coasts due to cost...",2023-09-21T01:45:28Z,2023-09-23T16:20:15Z,Growing Fish Feed: Protecting Our Health And The Oceans,22,"TVP - Food, Agri, Ecology, Materials, Energy",22,People & Blogs,knowledge,conflict
7qt2-aUyrN8,Imagine thinking Rousey vs McMann is a top ten body shot ko lmao,It's still a livershot with the knee even if she sell-out to the wwe,2019-03-31T03:02:41Z,2019-04-07T15:45:26Z,Top 10 liver shot Knock Outs in the UFC || 1 shot KO,24,JUSTBLEED MMA,24,Entertainment,conflict,conflict
7qt2-aUyrN8,Overeem is the only one that stopped the fight before the ref did. He's such a humble giant.,"He knew had to be both fighter AND REF since he was in there with Mario ""But did he die"" Yamasaki",2019-03-29T18:07:34Z,2019-04-02T09:27:55Z,Top 10 liver shot Knock Outs in the UFC || 1 shot KO,24,JUSTBLEED MMA,24,Entertainment,conflict,conflict
7qt2-aUyrN8,That Scott Smith and Pete Sell fight though. What an ending.,I know. Not many people have enough sheer will to win to hold them up when their body shuts down. So crazy. And you know he wasnt pulling a Derrick Lewis cause he fell right over after,2019-03-29T05:29:36Z,2019-03-30T01:47:53Z,Top 10 liver shot Knock Outs in the UFC || 1 shot KO,24,JUSTBLEED MMA,24,Entertainment,respect,respect
ZH72-KjiEcU,"AHHHH ITS ADORABLE I LOVE THAT SO MUCH OMG 



BUT WHAT THE FART IS THAT SHIP- 
INOSUKE AND TANJIRO- HECK NAH MAN- 

Inosuke and Aoi 💯
They get marrieeeeddd!! 🥹🥹🥹🙏

(Sorry for my rambling 👹🤚)","HAHA THANK YOU 😭

Idk I don’t understand the ship but I’m not gonna bash it either!

So far I don’t really ship Inosuke with anyone (even if he does get married 😐)",2025-03-01T14:05:50Z,2025-03-01T14:31:41Z,My friend and I had fun doing this #kny #demonslayer #fypツ #anime #animetrend,24,Marion-Kun,24,Entertainment,respect,fun
ZH72-KjiEcU,"THE TASTE THOUGH 🤩🤩
I didn't know people shipped InoTan but I respect it lol- 😭","@@xx4FT3RD4RKxx Yess!! I was surprised that she ships that but I don’t judge haha
(Am I the only one that doesn’t ship Inosuke with anyone? 😭)",2025-03-01T05:49:03Z,2025-03-01T05:51:53Z,My friend and I had fun doing this #kny #demonslayer #fypツ #anime #animetrend,24,Marion-Kun,24,Entertainment,conflict,fun
Y9I3-YnxdIM,"Thank you so much this video really helpful,  gonna try this technique soon 😘",Hilda Harjadi let me know how you go with it xx,2015-06-26T23:02:44Z,2015-07-08T04:19:26Z,HOW I Contour & Highlight Using Powers ft. Anastasia Beverly Hills Contour Kit,26,ZebbyZelf,26,Howto & Style,social_support,respect
4mJ6-5-_CNU,"Great gameplay as always, Duffy! I've watched other Fortnite players like Sliinky and Wertson, but they don't even come close to dominating like you do. There's no way either of them could stand a chance against you. Sliinky, in particular, is super cocky—I’d love to see you destroy him one day! I'd watch it over and over.🤣","Haha, can’t wait for the day when I run into them",2024-09-20T19:08:13Z,2024-09-21T19:49:49Z,"75 Elimination Solo Vs Squads ""Zero Build"" Gameplay Wins (Fortnite chapter 5)",20,IknowDuffy,20,Gaming,knowledge,fun
4mJ6-twGMpE,"Complete lack of concern for the regular guy....
It's all about the high dollar customs and even then, you're taking your chances...
I'll take a PRS over a Gibson any day....
Only own 1 and it's far superior to any of the 9 Gibson's I've owned over the years.......
Customer  service is #1.....or at least it should be....
Cheers for the honesty","Right on bro, I'm with you on all of that ron!!!",2023-02-03T14:30:28Z,2023-02-03T16:50:20Z,#shorts Gibson's Made 2 Measure $8000 Fail WTF!,24,The Neurotic Guitarist,24,Entertainment,respect,respect
5chhyV-4f9g,"1. What time of day should I drink it?
2. How often should I drink it?
3. How soon can I expect to see results?
4. Does it expand in your stomach hence filling up the stomach space?
5. Will this cause constipation?

Thank you x","1. erly morning in emty stomach .
2 daily one time in morning",2018-09-17T11:51:55Z,2018-11-12T12:52:26Z,100% Proven Ways to super fast weight loss| World best remedy for fast weight loss Short Time Secret,26,SHORT TIME SECRET,26,Howto & Style,respect,romance
5chhyV-4f9g,After dinner at night... Hw much time.. Of gap should i keep.. To have this drink before going tobed.,"swapnil kadam 
I think half hour maine dusri videos me Dekha tha",2018-08-17T07:23:18Z,2018-08-17T08:28:32Z,100% Proven Ways to super fast weight loss| World best remedy for fast weight loss Short Time Secret,26,SHORT TIME SECRET,26,Howto & Style,conflict,social_support
r1W7-SA4_JA,"The Bison probably discuss tourist stupidity over the winter.   ""These humans become less intelligent over time.""",People have been idiots around wildlife for at least 50 years. My family saw a guy with a movie camera throw rocks at a bison because he wanted moving pictures. That was in 1976.,2025-06-16T21:09:39Z,2025-06-18T16:23:32Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,knowledge,conflict
r1W7-SA4_JA,"Did you see that one dad grinning when his child got chased, and could have been killed.  How stupid. They think it is a game.","I went to Yellowstone in the 80's and a man was trying to put his 6 year old daughter on the bison's back to take a picture.  Daughter's ok, but her Dad got gored.  This abuse of the bison is multigenerational.",2025-06-16T03:16:35Z,2025-06-17T14:38:12Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,conflict,conflict
r1W7-SA4_JA,"The dumb asses approaching a bison.
Play stupid games, win stupid prizes! 😞😞😞😞😞","They should add another sign there at Yellowstone, ------> FAFO MORONS.",2025-06-14T23:35:01Z,2025-06-18T19:55:45Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,conflict,conflict
r1W7-SA4_JA,These idiots need to be arrested for harassing these poor animals.  Pretty soon they will just stop letting tourists in if they can't be respectful.,Shuttle buses to and from the park.  Don't let anyone off the bus.,2025-06-14T22:52:34Z,2025-06-17T14:39:34Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,conflict,conflict
r1W7-SA4_JA,I would put the rule nobody allowed out of their car when one is present violate be removed and banned from the park.,"Thats a rule in Canadian national parks. Problem is that park staff do jack about people being out, and then they kill animals for becoming too comfortable around people. Happens over and over again.",2025-06-14T20:28:09Z,2025-06-15T05:03:20Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,conflict,conflict
r1W7-SA4_JA,My daughter took a selfie with a grizzly in Yellowstone. She was way too close and I asked why she did it. She said the thing you don’t see in picture is the Asians off the hillside between her and bear. She said she could easily outrun them.,"I'm sure you're proud of your 'smart' daughter eh?   From where I sit, she's one only a mother could love.",2025-06-14T11:35:23Z,2025-06-14T17:30:41Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,conflict,respect
r1W7-SA4_JA,I would recommend tourists visit the grizzly bear petting zoo in Yellowstone,Is it next to the rattlesnake petting zoo? Might as well have an aquarium full of the blue ring octopus.,2025-06-14T07:29:50Z,2025-06-17T15:29:27Z,Bison Attacks Continue at Yellowstone Who’s To Blame?,29,THE PLANETARY HEALER ,29,Nonprofits & Activism,conflict,conflict
1h3y-sTBseg,well done. I'm getting thrown around to much in the shortcuts,Track is not new so I had some practice on it before.,2016-12-15T03:52:28Z,2016-12-15T04:17:48Z,"The Crew WR: QF ""Dirty Deeds"" - Brand Time Attack",20,Akor,20,Gaming,respect,trust
iXWlu3-1H3Y,"Yeah, because her being pregnant was a super duper important topic while on the set of a comic book movie set.  You see, we make women and their lives WAYYYYY more important than they really are, which leads to them feeling entitled to the attention and validation.  How ironic that probably half the people on the set are pro choice, but put such an emphasis on her pregnancy.  Now...that's COMIC al.  ROFL!",...You wouldn't even exist to write this comment without a woman.,2022-04-16T22:30:41Z,2022-04-22T10:19:58Z,'Justice League': Gal Gadot Shares How Her Badly Kept Pregnancy Secret Was Revealed,24,Access Hollywood,24,Entertainment,conflict,conflict
iXWlu3-1H3Y,"It's my birthday today and no one remembered. Even my dad decided to play games with me and didn't text or call. The day your child arrives should mean something, and if and when I'll have a daughter or a son I will make sure they know just how special and worthy and important they are but until then, I'm just asking anyone who reads this and was ever that hurt and alone to share it with me. I want to listen, I really do. I'm not seeking for likes nor ettention, I just need to know that I'm not the only one who feels disposeable right now. I don't want to be in the spotlight but I don't want to be invisible either so, please be alone with me. PLEASE. 1 WORD FROM ANY OF YOU CAN CHANGE EVERYTHING FOR ME, and I promise I will make a change for someone else in return. Thank you in adavnce.","הגר גדליוביץ' 
I hope you’re doing better. Sometimes we need to be strong for ourselves and not rely too much on others for fulfillment. Take care. Stay wonderful.",2017-12-17T19:18:30Z,2020-02-04T02:11:13Z,'Justice League': Gal Gadot Shares How Her Badly Kept Pregnancy Secret Was Revealed,24,Access Hollywood,24,Entertainment,social_support,respect
iXWlu3-1H3Y,"She is the person that you want have in your life. Like a wife, a friend, a sister.Amazing personality","Exactly. No matter what role she plays, all you know and need to know is that you want her in your life. Those are the most beautiful people.",2017-11-13T02:16:34Z,2017-11-14T02:41:48Z,'Justice League': Gal Gadot Shares How Her Badly Kept Pregnancy Secret Was Revealed,24,Access Hollywood,24,Entertainment,romance,romance
iXWlu3-1H3Y,"i Love this pairing soo much,fingers crossed for a FLASH cameo in the WW sequel",L.A.B ART the flashpoint movie would have wonder woman since she plays an important role in it.,2017-11-07T02:56:55Z,2017-11-11T17:03:17Z,'Justice League': Gal Gadot Shares How Her Badly Kept Pregnancy Secret Was Revealed,24,Access Hollywood,24,Entertainment,knowledge,social_support
0txxK0-g24Y,Your videos are so good ! Keep up the good work 😍 I only meditate and workout and it already takes me 1 hour  and a half so I gave up on finding the time to journal everyday,"Thank you darling!! Ahhhh I highly recommend it though, I think journaling is the best <3",2021-04-02T07:47:01Z,2021-04-02T08:41:36Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,romance,social_support
0txxK0-g24Y,"great video Xenia! loved it! I wonder if you fast sometimes?? And, which app do you use to keep track of your sleep? Thank you!! Love your channel!",I don‘t fast ‚on purpose‘ but sometimes I eat my breakfast very late ;D I use my Oura ring and app! <3,2021-04-02T06:23:28Z,2021-04-02T08:42:15Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,knowledge,respect
0txxK0-g24Y,"I love watching your video’s. You inspire me very much, thank you! I’m always blown away bu how much you get done in a day, working, writing, your routine, your dog, social media, and especially the reading... could you maybe make a video on how you plan your days or/and how you got so productive/efficient? Were you always like that? Thank you! ❤️",Thank you my dear :) yes I am trying to become the master of organizational skills haha - from Chaot to time mastery ;D Would be good for a video!!,2021-04-02T05:32:44Z,2021-04-02T08:43:23Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,social_support,romance
0txxK0-g24Y,"Thank you for sharing! My ideal morning routine also has these 3 components, journalling, meditation and a workout! I love what you said about fitting it into an hour... really useful as I have found its difficult to maintain if its too long.",Exactly - I think we quit so fast once it ‚overwhelms‘ so it should always be ‚easy‘!,2021-04-02T01:42:07Z,2021-04-02T08:43:46Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,knowledge,social_support
0txxK0-g24Y,"you’re so inspiring, Xenia!! where are your cute PJ’s and slippers from? also that is the chicest olive oil I’ve ever seen 😂",They’re by AZ factory and slippers are by Moncler :) we linked the products in the description box too! <3,2021-04-01T19:55:35Z,2021-04-02T08:45:01Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,romance,fun
0txxK0-g24Y,"Guysss! Does someone got the name of the book she is referring to that she got inspired about her routine ? 🥺 Xenia u rock, literally ✨❤️","The book's name is ""Miracle Morning"" and it seems quite interesting 🧐",2021-04-01T19:28:37Z,2021-04-01T21:48:58Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,knowledge,power
0txxK0-g24Y,"Love the video Xenia !! Question, what brand is your pen that you used pink one, I remember you were looking for that brand last year ! Did you finally find the name and brand ?",Its a pen from Korea but I don't know the name! A friend of mine send it to me from there!!! <3,2021-04-01T18:21:49Z,2021-04-01T19:11:38Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,knowledge,respect
0txxK0-g24Y,"Also, can you tell us what do you eat in a day? I want to switch to a vegan diet, but I'm afraid I won't have an ideas for a variety of meals, and enter all the necessary nutrients. Sending you virtual kisses 🤗❤️",Yes what I eat in a day is already filmed and published sooooon ;),2021-04-01T18:18:36Z,2021-04-01T19:09:28Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,fun,romance
0txxK0-g24Y,"Hi Xenia, which skincare products do you use for hydration? And does Rue sleep with you in a bed? Thanks for these educational and motivating videos! Keep goin'! ❤️🤗",I will do a skincare video on that :) and yessss she does haha its the best thing in the world <3,2021-04-01T18:11:44Z,2021-04-01T19:11:04Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,romance,trust
0txxK0-g24Y,"Xenia, i’m curious - arent you afraid to loose the connection to your body, tracking your sleep etc.? It is so tempting to track everything, but if you have a good body feeling, you can also tell what the state is like... at least I would be afraid to live by numbers too much but it seems to motivate you somehow. Anyways, love that your videos come out so regularly, you are a massive inspiration🥰🥰🥰","Noooo as I said in the video, it actually gets better. We think we know our body but we misinterpret it more than you would think. By knowing my scores and seeing what led to good or bad scores I can adjust my lifestyle accordingly... worked WONDERS for me, I have the best sleep I ever had :)) xx",2021-04-01T18:03:08Z,2021-04-01T19:05:51Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,conflict,power
0txxK0-g24Y,"I love how disciplined this routine is! I don't think I'll ever have that much time to write in the morning, but I believe journaling is truly life changing. Rooting for you and your dreams! <3","Thank uuuuu!!! It doesnt feel disciplined to me, I guess I got used to it ;D xx",2021-04-01T18:01:33Z,2021-04-01T19:04:08Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,romance,social_support
0txxK0-g24Y,Do you keep your Oura ring on during the day or only at night?,usually only at night!!! because I don't need to track my activity as I am usually pretty active... but I always wear it at night :),2021-04-01T17:50:23Z,2021-04-01T19:14:07Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,trust,knowledge
0txxK0-g24Y,Do you get sweaty from your workouts/ shower right after them or do you usually leave the shower for the evening? I know you said you don’t do it every day 🚿,No if I am sweaty I have to shower!! That I do after high impact exercises :),2021-04-01T17:47:32Z,2021-04-01T19:13:01Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,knowledge,knowledge
0txxK0-g24Y,As always such an entertaining and helpful video! Would you consider creating a video about your health and fitness journey? I am currently in college and working on living a healthier life and implementing better habits before I get too set in my ways lol. My understanding is that you had a similar experience with changing your eating/exercise habits when you were younger and it would be very interesting to hear about.,"Yes actually, one of my next videos will be about 'what I eat in a day' and I will also talk about my diet!! xx",2021-04-01T17:42:57Z,2021-04-01T19:08:02Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,romance,social_support
0txxK0-g24Y,"Hi! Thank you so much for sharing your morning routine! Could you maybe tell us about the details of your workouts? Or maybe do a workout video where you show us exercises, etc.? I always lack inspiration for my workouts hahaha thank youuuuu","You know what, I am not very creative when it comes to that, I just follow 2 programms: pelaton and sweat :) xx",2021-04-01T17:37:01Z,2021-04-01T19:03:19Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,romance,romance
0txxK0-g24Y,Loving your content. Would you do a planning or bullet journal type video. Or what helps you reach your goals. Also what kind of cheese is that on your avocado toast?,Its feta cheese :) yes a planning video would be fun!!!,2021-04-01T17:21:51Z,2021-04-01T19:07:29Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,fun,respect
0txxK0-g24Y,What language do you journal in? Great video and keep them coming - so helpful,German! :) thats bc I am around non-Germans so I feel like it gives me more privacy ahahaha,2021-04-01T17:15:02Z,2021-04-01T19:10:02Z,"My miracle morning routine (self-care, productive & healthy)",26,Xenia Adonts,26,Howto & Style,respect,respect
X4YK-DEkvcw,Nick is that you? Thats where you went in that plane 😂😂😂 IYKYK,He’s living the dream with him and June from an alternate universe!,2025-05-28T22:26:32Z,2025-06-01T00:06:42Z,The Killers - Shot At The Night,10,TheKillersVEVO,10,Music,romance,social_support
X4YK-DEkvcw,"Love these 80s synth vibes!! 
Yall should listen to Feeling Blue by Retrofile .. Has early The Killers vibes 🙂

If anyone has other similar artist/vibe song suggestions let me know! Im not super picky just looking for new music to jam out to",I dig it 😎 I kinda miss when the killers made this type of music,2025-05-16T16:26:52Z,2025-05-16T16:58:21Z,The Killers - Shot At The Night,10,TheKillersVEVO,10,Music,knowledge,social_support
X4YK-DEkvcw,I CHOSE THIS SONG TO COME OUT IN OUR WEDDING VIDEO,Love that omg . I plan to have it for my graduation,2025-02-14T17:59:46Z,2025-02-25T05:25:42Z,The Killers - Shot At The Night,10,TheKillersVEVO,10,Music,respect,respect
X4YK-DEkvcw,"Who are the other 2 actors who come out as friends of  Max Minghella  in this video?    cast :  Bella Heathcote =hotel maid, Max Minghella = hotel guest , girl = ?  Man =?",They were edited into the video by an outside source ;),2024-06-23T15:09:17Z,2024-06-25T05:45:56Z,The Killers - Shot At The Night,10,TheKillersVEVO,10,Music,conflict,knowledge
