video_id,comment,reply,comment_date,reply_date,video_title,category_id_x,channel_name,category_id_y,category,reply_dimension,comment_dimension,source,target,comment_node,reply_node
yEP5eZ-1Z4E,"man one of the videos that uosets me the most is the one where the guy pretended to be gay, and not even because od the pred its because of the braindead police, the guy on the phone had no idea how to even do his job and the cop just let the guy leave","It is sad, but police can't really do anything unless the predators actually get close to touching the kid or get onto private property.",2024-01-15T17:41:26Z,2024-01-28T19:41:26Z,NEW YEAR NEW SKEET,24,Skeeter Jean,24,Entertainment,conflict,knowledge,3,13,C_knowledge,R_conflict
yEP5eZ-1Z4E,Much love Skeet! I hope you have an amazing new years and keep doing what u do to keep the creeps off the streets 🔥😎❤️,"Nobody caught goes to jail, it’s just for entertainment purposes unfortunately.",2024-01-15T04:09:04Z,2024-01-15T08:28:29Z,NEW YEAR NEW SKEET,24,Skeeter Jean,24,Entertainment,conflict,social_support,1,13,C_social_support,R_conflict
yEP5eZ-1Z4E,"Florida bro, come over here it’s a good 60% during the day and 50 during the night, get out the snow ❄️ catch someone in the west Palm or cocoa beach / Orlando area. That would make my year!",Florida is the human trafficking capitol of the US 😂😂😂 cops here don’t do nearly enough about this and there’s too many ways around the legality.,2024-01-15T03:41:31Z,2024-01-15T03:59:10Z,NEW YEAR NEW SKEET,24,Skeeter Jean,24,Entertainment,conflict,social_support,1,13,C_social_support,R_conflict
yEP5eZ-1Z4E,"I live in Roseville MI, I had to walk to work in this 1 degree weather.","Damn man, I feel for you. The struggle is real. Keep your head up king 👑 work on you, build your kingdom!! Stay safe brotha",2024-01-15T03:18:08Z,2024-01-15T05:44:38Z,NEW YEAR NEW SKEET,24,Skeeter Jean,24,Entertainment,trust,knowledge,3,15,C_knowledge,R_trust
yEP5eZ-1Z4E,I thought this was his retirement video from youtube my heart almost dropped until I heard him say hes not quitting anytime soon thank god 🙏💀,Same. Thought he was gonna pull a JiDion on us lol,2024-01-15T02:57:55Z,2024-01-15T03:09:31Z,NEW YEAR NEW SKEET,24,Skeeter Jean,24,Entertainment,knowledge,fun,8,12,C_fun,R_knowledge
fT6n-NvYvb8,‘I waited such a long time for you’ - I thought the correct sentence would be ‘I’ve been waiting such a long time for you’. Why did you use the Past Simple instead of the Present Perfect Continuous?,"(University-educated native speaker here.) It depends on the context, i.e. when you say it. If you say it when the person shows up late, yes, you'd say ""I've been waiting for you for such a long time."" You would use Gideon's wording when referring back to the incident after a lapse of time. It actually implies that the two failed to meet at all.",2020-08-20T21:58:30Z,2020-08-26T17:12:13Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,conflict,conflict,0,13,C_conflict,R_conflict
fT6n-NvYvb8,Could this be another correction for no. 4: I waited so long for you?,"That would work.  It conveys the idea well.  But a more common way to say it might be "" I waited for you for so long.""",2019-05-22T13:57:32Z,2019-12-08T00:46:51Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,conflict,conflict,0,13,C_conflict,R_conflict
fT6n-NvYvb8,You are my greatest linguistic discovery since Chomsky. I love your style ... and so does my wife. Thank you!,Thank you to you and your wife and respect to Chomsky.,2019-02-07T08:36:54Z,2019-02-07T12:23:24Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,respect,conflict,0,11,C_conflict,R_respect
fT6n-NvYvb8,"Hi! I was wondering why using the simple past in the first sentence is correct. (8.52)
 ""It was nice to meet you today"" instead of ""It has been nice to meet you today"". 😊","Both are grammatically correct, but common usage would more likely be ""It has been nice meeting you today.""  ""has been"" shows passage of time here, so from the moment we met until now ""has been nice meeting you""  ""to meet"" feels more like a point in time.",2018-10-27T12:04:52Z,2019-12-08T01:41:49Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,knowledge,knowledge,3,12,C_knowledge,R_knowledge
fT6n-NvYvb8,"""It was nice to meeting you today "" is it right ??","You would say either ""It was nice to meet you, today"" or ""It was nice meeting you today.""   And you could even leave out the ""today.""   Hopefully the person you're speaking with remembers that you met today.   If you see someone you've met previously it's good to help them recall when.  ""Mr Smith, it was nice to meet you last moth at the convention.""",2018-10-20T15:27:48Z,2019-12-08T01:33:53Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,conflict,respect,2,13,C_respect,R_conflict
fT6n-NvYvb8,"We were tasting Biryani (cooked in a special way rice), as I swallowed it, you said (""that was such a delicious Biryani"".
I don't know it was a coincidence or  else! How did you know that I am eating Biryani?","Ararat - this is called ""synchronicity!"" You can Google it if you have time!",2018-08-25T23:50:21Z,2019-02-01T07:48:40Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,social_support,conflict,0,10,C_conflict,R_social_support
fT6n-NvYvb8,"Hi thanks for the video!

I have several questions:

-What’s the difference between “on all levels” and “in all levels”
-difference “ in all aspects” and “on all aspects”
-finally: is this correct: Neither did i go there nor did i go to paris.???


Thank you","Hello! 'neither' / 'nor' - When paired, they deny both parts of the statement. For example: Neither the blue one nor the red are available in size 4.
As for ""on"" and ""in"" - these are Prepositions of Place and used depending on the sentence meaning, you can google them for more info :)",2018-04-17T00:43:24Z,2018-11-21T10:22:58Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,trust,respect,2,15,C_respect,R_trust
fT6n-NvYvb8,"Hi Gideon. Great video, as always. I must say I'm quite discombobulated by your explanation about the difference between ""come"" and ""go"", as I've always thought it lay in the position of the speaker/writer rather than in the movement towards the listener/reader. For example, if I say ""Could you come over?"", it means to where I am, not to where the listener is.","Thanks for your comment but ""could you come over?"" is asking  the listener  to move to  the direction of the speaker"". ""Could I come over"" I asking for permission to move to the direction of the listener. I hope the discombobulation is somewhat reduced",2018-04-12T20:55:44Z,2018-04-12T21:27:29Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,trust,social_support,1,15,C_social_support,R_trust
fT6n-NvYvb8,"Hi  Gideon
Welcome back with another  interesting , excellent  and  challenging  video lesson. You're right  Gideon. You're  always  right  ;  we all  make grammar  mistakes ( you are the only one who doesn't make mistakes , because you are a perfect teacher ) but THANKS TO YOU  , we're  trying to  correct these  mistakes.... Well ,i can't stop say  thank you enough  because you're trying to help us  to go deeper into everything about the  language english. This video lesson was a nice  hit  ! I learnt  a lot of new things ( just like you said) and not only this time , but all the times you're coming with a video lesson. There is something you might want to understand Gideon and i'm not kidding ... YOU ARE SUCH A GENIUS ; yes ,that's right. The genius of the language english , you're not just a teacher and i love you more than ever. I was waiting  this video lesson , and i 'll stay tuned even for the other one. So ,there you  are ,stay mellow you too ,and i 'll see you  in the next video.","Thanks, for your comment. I promise you I'm not a genius. Just a teacher with a camera",2018-04-12T19:51:09Z,2018-04-12T21:18:36Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,knowledge,respect,2,12,C_respect,R_knowledge
fT6n-NvYvb8,"If I were/(was?) a French learner, I'd likely join your school! I live in Italy, though I can't!",If I were you I'd get a job in Paris so you can join our school,2018-04-12T19:23:02Z,2018-04-12T21:08:24Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,knowledge,social_support,1,12,C_social_support,R_knowledge
fT6n-NvYvb8,"I'm so delighted to watch your video lessons, especially this one. There are five English grammar points we are (probably) getting wrong. This is valorous and wondrous forsooth. So what is the very subtle difference in meaning between ""I go home"" and ""I come home""?","I'm glad you liked it. It's the same difference as ""go"" and ""come""",2018-04-12T18:45:29Z,2018-04-12T21:15:23Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,identity,conflict,0,18,C_conflict,R_identity
fT6n-NvYvb8,"#4 I thought the correct sentence was ""I waited so long for you""
#5 I've heard that mistake the other way around; ""She had to come back to her country"" when the speaker actually meant: ""She had to go back to her country""
Thank you Gideon, your explanation of ""such"" is the best I've ever heard, you're the best teacher ever.",Thank you. I waited such a long time (or so long) for such a lovely comment.,2018-04-12T18:15:23Z,2018-04-12T21:16:29Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,social_support,social_support,1,10,C_social_support,R_social_support
fT6n-NvYvb8,"Hi teacher! Welcome back! Your voice is breaking, maybe because of the weather; you said it was cold. Yes, you are right! I have been making all of these mistakes! 😬 Thank you for this lesson! By the way, regarding the vertical garden: I have heard, I think it is in China that they are making the same but using the structure (pillars) from the bridges, to clear the air in the city.","You won't make those mistakes any more. No, it wasn't cold just a little chilly. We need more gardens, vertical and horizontal.",2018-04-12T16:24:31Z,2018-04-12T21:11:16Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,knowledge,trust,7,12,C_trust,R_knowledge
fT6n-NvYvb8,"I am so sad I didn't get right none, because in my native language make sense.",You should be happy you know them now. Keep making progress.,2018-04-12T16:11:51Z,2018-04-12T21:14:06Z,5 English GRAMMAR points you are (probably) getting WRONG,27,LetThemTalkTV,27,Education,social_support,similarity,6,10,C_similarity,R_social_support
uiLS8s-rCqY,"i can’t believe some people think this isn’t Steven. he has the same amazing beak lips, y’all are insane if you can’t see that.",Ikr like have they been living under a rock to not realise this obvious fact?,2022-03-08T19:56:04Z,2022-03-08T20:07:52Z,My Pet Seagulls New Platform is Almost Ready!,15,Feeding Steven,15,Pets & Animals,conflict,conflict,0,13,C_conflict,R_conflict
UiQd-6MfN1o,"Italians: ""haha who would eat noodles with gravy??""
*Jagerspatzle, Stroganoff, and Swedish meatball pasta have entered the chat.*","Ikr, I swore that I've eaten pasta with gravy before, I just couldn't remember what",2022-12-22T02:52:25Z,2022-12-22T07:12:51Z,Memes About Food Are Hilarious,24,VaazkL,24,Entertainment,conflict,conflict,0,13,C_conflict,R_conflict
UiQd-6MfN1o,"""You can taste the spoon more that the ice-cream""

I can taste the damn picture 🤣",Ever opened up ur lcd screen just to lick the liquid crystal inside?,2022-12-22T01:26:24Z,2022-12-22T11:58:39Z,Memes About Food Are Hilarious,24,VaazkL,24,Entertainment,conflict,fun,8,13,C_fun,R_conflict
UiQd-6MfN1o,"People who drizzled the Ketchup all over their fries need to understand- not only will it get your hands messy, it'll make the fries squishy😭","@laserquest3030 my knees are quivering, my hands are bloody and I'm crying- look what you've done to me.",2022-12-21T23:51:19Z,2022-12-22T01:19:01Z,Memes About Food Are Hilarious,24,VaazkL,24,Entertainment,conflict,conflict,0,13,C_conflict,R_conflict
_EAXo_-V9Lg,"hoyo knows what there doing ""just trust the process"" they say","Speaking of trust the process, have you gotten your 3 fates yet?",2024-02-24T08:20:47Z,2024-02-24T11:13:12Z,Zhongli Runs From Neuvillette And Makes That Face.#zhongli #neuvillette #genshinimpact #shorts,20,Zzito,20,Gaming,social_support,knowledge,3,10,C_knowledge,R_social_support
s0Ux-eCJDD0,Beautiful video Chris. I'm happy to see you doing what you like. Take care.,"Jeremy!!! Thank you, my friend. I’ll be back in the city soon, hopefully working beside ya until I can get back out there. 😬🤞",2023-04-25T14:53:37Z,2023-05-06T13:34:29Z,FIRE AND GLASS IN BALI - Master glass artists bear the pain of their dreams,19,FIY STORY COLLECTORS,19,Travel & Events,respect,social_support,1,11,C_social_support,R_respect
s0Ux-eCJDD0,"Amazing work Chris and Maya! Keep it up, love seeing these beautiful stories of courage, it lights the fire in me and is so inspiring to watch! There were so many mind blowing comments here and my favourite was “courage is the whisper - I’ll try again tomorrow”. Don’t give up!! Try again tomorrow ❤","Thank you! I got all misty everytime I had to replay that quote while putting this episode together. It wound up being the foundation of both this episode, and possibly the whole damn project. 
And don’t worry, while quitting is tempting, it’s not in my nature.",2023-02-11T20:30:50Z,2023-02-11T21:32:44Z,FIRE AND GLASS IN BALI - Master glass artists bear the pain of their dreams,19,FIY STORY COLLECTORS,19,Travel & Events,social_support,romance,4,10,C_romance,R_social_support
P2NdFd-6z_k,"How can i get the Graco 5900 that you want to sell in Nigeria?

Your work inspires me a lot so I decided to take the job up.","Hey, super glad to hear that you’ve started and I wish you all the best with it. 

It’s an awesome industry to be involved in and I’m sure you will absolutely love it.

It’s so good to hear that I’ve managed to help you and I hope I can continue to do so with more content, advice and guidance.

Someone has just messaged Lineway UK to purchase this one from us, so unfortunately this one I believe is gone",2025-05-16T11:52:05Z,2025-05-16T13:20:02Z,New line marking equipment anyone?,26,Alex C Irving,26,Howto & Style,respect,social_support,1,11,C_social_support,R_respect
KARpuo-6Z_k,"Forbidden in germany. Every good selfdefense is forbidden in good old germany. 
You got masses of immigrants with knives....but you don't even have the right to defend yourself with self-defense weapons. Even carrying an airsoft weapon is illegal.",I lived in Deutschland in stadt Cranston und Ansbach near  Neurenburg. I got into many fights but only with Other Americans that were soldiers while I was in high school. Deutchland was a great place to live the polizei were very professional at all times and the people were very nice and friendly.,2023-10-10T09:36:51Z,2023-10-19T23:38:43Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,knowledge,3,12,C_knowledge,R_knowledge
KARpuo-6Z_k,You should be using pepper ball rounds some times on drugs people can't feel well but tear gas + pepper balls doesn't matter how many drugs you're on if you can't see.,"Agreed, unfortunately In Michigan pepper balls are illegal, however pepper spray is legal.",2023-09-14T20:36:59Z,2023-09-15T01:17:52Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,knowledge,3,12,C_knowledge,R_knowledge
KARpuo-6Z_k,"@DetroitThreatManagementCenter
I understand the purpose of this weapon, but I would prefer to have an actual firearm. Knowing that I will be able to protect myself fully and knowing that the attacker wont get back up to harm helps my conscious.",Keep in mind Mr Dale Brown probably is strapped up as well. Don't get it twisted. This is a option for felons that can't easily legally purchase a firearm.,2023-08-27T12:20:26Z,2023-12-14T19:49:22Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,social_support,conflict,0,10,C_conflict,R_social_support
KARpuo-6Z_k,"Used a Bryna for Duty in KCPD.

Thing is SERIOUSLY effective.

You get the pain compliance from the impact of the ball.

Even moreso if you're using the kinetic rounds.

The real ticket is the OC/Tear Gas ""Max"" round: - Impact. Irritant. Inhalant. -

The stuff is insanely effective.

Out of the three times i've had to deploy it, it had been an absolute game changer.

Highly recommend.","Thank you for sharing your real world experience. It is appreciated, and we have had similar outstanding results here in Detroit, as we have had to use ours on multiple occasions, and it was highly successful at achieving safety without even being fired.",2023-08-22T18:27:20Z,2024-03-06T12:55:35Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,respect,power,5,11,C_power,R_respect
KARpuo-6Z_k,"I find it a little weird people argue that buying a real gun is better, but that comes with the whole moral question of ""Are you ready to possibly take a life?"" 

If I could get a weapon for self defense that can non-lethally take down an attacker and have both range and precision, then I'd choose this for sure!

I don't get why people are acting like it's easy to take a life. Maybe they do gun down someone threatening their life, but it's still possible to get PTSD from such an act and have night terrors etc. Just because you weren't physically harmed, doesn't mean you're fine mentally or emotionally.","Also important is the fact that a firearm can rarely be used to defend yourself unless the level of threat matches the threshold requirement based in laws where you live. Many people are in prison because they use the gun and thought it would be legal to do so, and then they found out that it was not. There are many people in prison right now that use the gun to defend themselves or others, but were found guilty of a crime, because the courts did not agree that they should’ve use a firearm. there are very few situations of violent conflict where you gun is considered appropriate. This is what makes the byrna platform so perfect because it looks scary but it’s not considered a firearm. Therefore you can use it for a multitude of conflict related situations. If a person that has a real gun is shot in their eyes or mouth facial area the byrna is highly effective and destructive.

Many people also have a hard time shooting people so they’re gone is normally taken from them, which is also a problem as you pointed out.",2023-07-16T08:16:46Z,2023-07-19T16:26:26Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,knowledge,3,12,C_knowledge,R_knowledge
KARpuo-6Z_k,Sure..... in a warm weather state. Not gonna penetrate multiple layers.,FYI-it will penetrate the face in every state and country with  or without a mask,2023-05-23T23:04:49Z,2023-05-24T01:45:09Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,knowledge,3,12,C_knowledge,R_knowledge
KARpuo-6Z_k,"You fail to mention that many states such as Connecticut don’t allow any less lethal option as a carry item. You can own and use as self defense in your home but carrying where you’re likely to need something like this you are legally not allowed to do so. The only things you can carry for self defense in CT ironically is a fire arm and pepper spray/mace is a gray area. You can carry a knife but chances are even if it’s used in self defense it probably won’t hold up in court. You can’t carry or use martial arts style weapons, tasers, pepperball, etc. If I could I’d carry a less lethal in addition, however it’s not legal in most places.",If you have any questions please contact Byrna. Their legal department is really good about answering questions pertaining to legality of owning these launchers in each state. They are not firearms and are legal in all states. No permit required. Please check out their website for more information.,2023-05-18T15:36:56Z,2023-05-18T18:52:10Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,knowledge,3,12,C_knowledge,R_knowledge
KARpuo-6Z_k,"or get this, for the same price, you can have a REAL gun. If you’re going to have a weapon that looks exactly like a gun, and costs the same, just get a real gun which is much more effective",You must understand the law in order to understand how to legally defend yourself and why the byrna launcher is so important. This is legally considered intermediary device. This means it can be used when someone commits a simple assault. You cannot use a firearm if someone just wants to punch you and kick you and has no weapon. the burner launcher can be used to protect yourself and others from fist fights. 80% of a tax in the United States are simple assault and that means you can’t use a firearm but you could use a Byrna launcher or pepper spray.,2022-12-26T03:17:57Z,2022-12-26T14:23:27Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,social_support,1,12,C_social_support,R_knowledge
KARpuo-6Z_k,"OK. . . legal. . . but STILL looks like a gun,  and will get you shot by a cop.   How about making it in some PRETTY COLORS. . . red-white-yellow. . . wanna stay alive y'all.",Your logic is very flawed because no matter what something looked like or when people had no weapons they have been shot and will continue to do so until threat discernment and recognition training becomes more important than target acquisition and speed.,2022-12-11T00:35:20Z,2022-12-11T04:59:50Z,The BEST Self-defense WEAPON!! #shortsmaschallenge,26,Detroit Threat Management Center,26,Howto & Style,knowledge,conflict,0,12,C_conflict,R_knowledge
VQfjLE-6St4,"According to the ATSB it is recommended to have 3 or 4 point belts instead of lap belts for survivability, so yes, they are safer in business class","Yes, they are safer, but that isn't the reason it is done.",2024-05-21T09:24:42Z,2024-05-29T00:22:48Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,conflict,knowledge,3,13,C_knowledge,R_conflict
VQfjLE-6St4,Don’t forget that in economy that upon instructions you are supposed to adopt the brace position by resting your head on your arms on the seat in front of you (unless you can’t reach - such as in exit row).  So that is what reduces the impact not the smaller distance meaning less acceleration.   Your body is not speeding up - it’s already travelling at the speed of the plane.,"Your body doesn't accelerate, but the plane decelerates, which because of simple relativity is the same thing. 
The plane is your frame of reference.",2024-04-27T05:58:16Z,2024-05-01T10:01:23Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,knowledge,knowledge,3,12,C_knowledge,R_knowledge
VQfjLE-6St4,The simple answer is all seats must retain the passenger and minimise injury at decelerations of 15G.  For some seats a lap belt will not pass the test.  This is why some business seats have air bags instead.  HTH.,Air bags are hella expensive. No way would ANY airline ever implement that on every seat. And if it was installed the amount of false deployments would be insane. Or there would have to be a system to only deploy if someone is sitting there,2024-04-26T21:10:49Z,2024-05-04T01:21:57Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,knowledge,conflict,0,12,C_conflict,R_knowledge
VQfjLE-6St4,"This is such a strange coincidence for me, I was on a A380 yesterday from DXB -> LHR and was wondering why the staff seats had the harnesses when we didn't xD","Generally the staff seats are placed with a good view of the interior so they have nothing in front of them, if I were to guess, minor head injury of passengers is less of a concern than minor head injury of trained staff who can help save lives in an emergency.",2024-04-26T17:18:34Z,2024-04-27T11:55:21Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,knowledge,fun,8,12,C_fun,R_knowledge
VQfjLE-6St4,"Some seats have airbags in the belt instead of, so the harness is not necessary.",I was on JetBlue a few months ago and some of the Even More Space seats had the airbags. I think Delta’s A220 in first class has the airbags in the first row.,2024-04-26T14:01:40Z,2024-06-25T13:24:07Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,similarity,knowledge,3,14,C_knowledge,R_similarity
VQfjLE-6St4,"I just recently flown Lufthansa first class, they also have shoulder harnesses, but without them, good luck hitting a seat infront of u since they are 2.2 meters away.",In those cases it is probably to prevent you snapping your back?,2024-04-25T23:22:42Z,2024-04-27T18:02:18Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,knowledge,similarity,6,12,C_similarity,R_knowledge
VQfjLE-6St4,I've never had that question cuz I've never flown business class before 😂,Don't because once you do there's no going back to economy 😂,2024-04-25T23:04:40Z,2024-04-27T16:03:31Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,power,fun,8,16,C_fun,R_power
VQfjLE-6St4,"Econo class seat are so close to the seats in front of you, the back of the seat will absorb your impact. And probably snap your neck!","Yeah, and this is one of the reasons why it's so important to bring your seat back up during takeoff and landing as of the crucial moments of flight. We don't ask passengers to raise their seats and fasten their seatbelt because we want to frustrate passengers it's for safety reasons.",2024-04-25T21:57:16Z,2024-05-01T00:51:25Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,knowledge,conflict,0,12,C_conflict,R_knowledge
VQfjLE-6St4,Exactly the question on my mind recently. Thx! I will now be less cavalier about not using the harness.,The flight attendants request to put the shoulder harness for take-off and landing. During the flight they usually  don't bother even when the seat belt sign is on.,2024-04-25T21:33:13Z,2024-05-13T05:25:15Z,Why do business class seats have shoulder harnesses when economy doesn’t?😱,19,Nonstop Dan,19,Travel & Events,knowledge,social_support,1,12,C_social_support,R_knowledge
iVjH-NRovaE,"Half the people in the furry community are children, you harassing small kids isn’t ok. Yes, I know is you nigh find furries weird or gross but that doesn’t give you the right to make fun of them and go out of your way to hate one them. Some furries commit suicide because of the hate. Think of the amount of kids that could harm themselves watching this video.",That’s why kids shouldn’t have youtube 👁️👄👁️ Ik it’s wrong to make fun of them but YouTube is just harsh,2025-04-07T03:44:26Z,2025-04-14T03:31:41Z,low quality anti furry meme #funny #memes #cool #edit #nice #antifurry,22,imsupen,22,People & Blogs,knowledge,conflict,0,12,C_conflict,R_knowledge
u1Vr-0jIbkE,"Another artist featured by Paradise. This is really nice. Kudos to you, guys!",Thank you for supporting Wash! Do you know any other artist that we can feature again?,2023-07-09T12:06:19Z,2023-07-31T00:48:42Z,LEANDERTHAL: DREAMCLOUD ☁️🙌🏻 | Sunday Special | Paradise Philippines,19,Paradise Philippines,19,Travel & Events,respect,social_support,1,11,C_social_support,R_respect
kcxhGF-XrO0,I’ve enjoyed this series but this episode kinda rubbed me the wrong way. Incorrectly navigating and then thinking the coast guard would save you is not what they are for.  Get a towing membership. Take a boaters safety class. If you already have. It’s not apparent. As so many other people have said.  Get your boat on plane. It’s not a tub boat. You’re more fuel efficient on plane. Not having proper lights is just dangerous.,"Personally i think the guy is a clown.. yes you can mess around on land with all your car stuff, but when it comes to the water there is no joking or messing around..  I was also wondering about the lighting on the boat. we didnt get a full shot of the boat so maybe they were there..",2023-09-11T20:44:55Z,2023-09-19T19:13:42Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,social_support,knowledge,3,10,C_knowledge,R_social_support
kcxhGF-XrO0,It hurt to watch the number keep rolling upward on the gas meter  #FJB,"He's filling a 300 gallon tank at a marina, not to mention marina gas is always overpriced.",2023-09-05T21:10:00Z,2023-09-09T17:40:39Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,conflict,0,12,C_conflict,R_knowledge
kcxhGF-XrO0,"I'm not even a boat guy, but wouldn't you get better fuel mileage if the boat was on plane, instead of pushing water. You would think it would be alot less drag.","Yes he would have, he's also not measuring his fuel usage incorrectly, boats can't really track miles all that well so it's measured in gallons per hour not in MPG like a car",2023-09-05T15:52:08Z,2023-09-09T17:43:19Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,similarity,6,12,C_similarity,R_knowledge
kcxhGF-XrO0,You really need larger air filters. those poor engines will be choking with any real RPM,For a marine application he doesn't want to run at high RPM the props are designed to spin at a certain RPM going above that will cause them to cavitate and will cause them to wear out extremely quickly,2023-09-04T22:23:31Z,2023-09-09T17:49:42Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,knowledge,3,12,C_knowledge,R_knowledge
kcxhGF-XrO0,"CHRIS 
1. Either SELL THE BOAT or hire a skipper to TEACH you!!!!!!
2. Invest in either SEA TOW or BOAT US. 
3. Getting towed can cost $1000+","Yeah, I about died when he said they were calling the coast guard.  That would have made the fuel bill trivial.",2023-09-04T14:19:39Z,2023-09-05T04:23:40Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,conflict,knowledge,3,13,C_knowledge,R_conflict
kcxhGF-XrO0,"Usually the less of the boat in the water, the less resistance/drag, the better your efficiency, but it obv depends as much or more on your engine's most efficient rpm range",In that case you mach your prop pitch to get the boat on plane when you hit the efficiency zone,2023-09-04T01:24:02Z,2023-09-09T17:59:31Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,respect,2,12,C_respect,R_knowledge
kcxhGF-XrO0,"Best cruise is after you have it on plane and trimmed out.  I'd guess around 20 mph, not too far from full.","Most fuel efficient is low-ish displacement speed, if you can muster it. 7mph or so.",2023-09-03T20:05:30Z,2023-09-03T22:10:25Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,knowledge,conflict,0,12,C_conflict,R_knowledge
kcxhGF-XrO0,"Hi Chris, your boat has a planning hull, when she is running as a displacement vessel (i.e. not planning) the engines are going to be working hard. When you get her upon the plane you should find that you are able to back off the throttle, whilst maintaining being on the plane, which will be the most efficient way of running.","Only the case if you get too high in the displacment speed regimen. Lower displacement speed, for example 7 mph is for sure more efficient than any planing speed with this boat.",2023-09-03T16:35:38Z,2023-09-03T22:05:35Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,similarity,similarity,6,14,C_similarity,R_similarity
kcxhGF-XrO0,"One more possibility for your performance issue Could be that the new engines  are much less weight. Causing the boat to be front heavy And you’re getting massive amounts of propeller cavitation. This Causes the water to boil, due to low pressure and bubbles form on the surface of the propeller.","Cavitation has other causes, mostly. I doubt its an issue here. I think you might be thinking of ventilation in a sort of way?",2023-09-03T14:26:21Z,2023-09-03T22:16:00Z,WILL IT SURVIVE A 130 MILE TRIP HOME? LSX Swapped 30yr Old Italian Yacht!,2,B is for Build,2,Autos & Vehicles,similarity,knowledge,3,14,C_knowledge,R_similarity
