video_id,comment,reply,comment_date,reply_date,video_title,category_id,channel_name
Fg7U-BhiZGE,"I’m dealing with alcohol use right now. It helps me get through the evening , night when I’m not working and when I get off work.i want to stop but I don’t know how I will end my day properly without drinking. I know it sounds crazy but thats how I feel","Maybe replacing bad habits with good ones. I found that strength training and setting health Goals over a long period of time helped. When I began to see physiological changes, it motivated me.",2025-05-22T23:52:36Z,2025-05-23T01:10:14Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"You are exactly right Dr. Wakeman. Thankfully I no longer drink nor miss it but when my wife became sick, I was a mess…..a severe alcoholic and almost died. Family members never (and still don’t) understood how I was using it to bury the pain. I wanted to erase it all in my mind. No one tried to talk with me about the pain and it hurt so much to see her sick. Everyone has reasons and we need to do a better job at understanding the why behind it all. We blame and shame.","What a sad and lonely time for you!! Many people ARE into the blaming, forgetting the need to work from the heart, NOT the head. Especially in times of grief.",2025-05-22T23:26:55Z,2025-05-24T09:51:58Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,This video just took the fun out of life for me.  I enjoy alcohol sooooooo much.  I enjoy binge drinking on a regular basis.,"is it worth chemotherapy, losing your hair, etc? If so, go for it",2025-05-22T22:48:57Z,2025-05-23T03:23:06Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,The example Steven gave of himself as the patient was an ideal scenario where the person admits a problem and is seeking change.I wonder how you would even begin to talk to someone who is in denial on all levels. Someone who denies asubstance abuse and the severity of the consequences. What then?,"Exactly and most addicts are in denial, they deflect, lie, BS etc.... there were some major gaps in this convo",2025-05-22T22:03:25Z,2025-05-23T03:24:25Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"How is my mother still alive at 67 yrs old? She's been a drunk nearly every day, since the age of 19 minus about 2 yrs. Nearly 50 years of black out drunk evenings/nights.  Has she pickled herself? No cancer, no life-threatening illnesses, not a thing. She may not be able to see straight, but she's still above ground.","For the record, she had 4 children, and NONE of us drink alcohol. We won't touch it.",2025-05-22T21:51:17Z,2025-05-22T21:52:39Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,After fact checking some of the “experts” on this channel I take most of this with a pinch of salt.,go ahead and drink then but don't come back crying when you get a cancer diagnosis. you made your choice.,2025-05-22T20:23:04Z,2025-05-23T13:11:59Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"As a doctor once told me, even if you do everything to prevent cancer, you will still be at risk for cancer.","so that means don't try at all to decrease your risk? if you travel in a car, you will always have a risk of death. should you not wear a seatbelt because there will always be a risk of death anyway? I'm gonna wear a seatbelt to decrease my risk.",2025-05-22T19:41:19Z,2025-05-23T13:08:51Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I don’t appreciate her comment…Not all people who are struggling with addiction are amazing, funny loving people!!! Some are terrible, awful, sinking ships that will suck the life out of everyone and everything around them. This is the complexity of treatment. The person must want to change and must want help. How many people with addiction actively seek treatment?","yup. most addicts I know have been abusive, lying, stealing, denying, deflecting people who treat others like crap while refusing to take responsibility. why is the good doctor avoiding her discussion of this a-lot-more-common scenario?? I am guessing she has never been spit on, cursed at, or kicked by dope-seeking patients like so many nurses have. Easy to be so ""compassionate"" when you are not the one who is wiping patient spit off your face because you didn't give them their hit...",2025-05-22T18:04:07Z,2025-05-23T12:43:13Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,Excellent! You have the best topics. My mother’s drinking caused her many health problems. I was not very patient with her. I would get angry with her and try to get her to stop. I wish I had seen this interview years ago and could change the way I approached my mom and her addiction. Thank you for this wonderful education.,And how did your mother's drinking affect *you* negatively? The good doctor doesn't seem to care about loved ones who are constantly abused by addicts.,2025-05-22T17:51:20Z,2025-05-25T05:13:49Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I couldn’t disagree more.

The people who I know that use are eventually reduced to theft, abuse of loved ones and themselves and all kinds of abusive behaviors. Even to the point of homicide. 

The disease reduces people to monsters that will do anything for the next high. 

Everyone and I mean everyone that I’ve known who lives a sober life after drug addiction did get to a point of such desperation they chose to really engage in solution and with professional services.

Her advice though informed by feelings of personal trauma and loss isn’t sound.","she has clearly never been involved with an abusive addict... most addicts I have known are abusive, lying, cheating, stealing for their hit of their booze or drug ... ""compassion"" just makes them worse, enables them",2025-05-22T17:34:11Z,2025-05-23T13:15:50Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,Wine is a natural part of the Mediterranean diet. Some of the longest living people in the world.,go ahead and roll the dice and be a wine drinker. good luck! but don't ever say you weren't warned...,2025-05-22T17:33:49Z,2025-05-23T13:12:50Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Yes, wine definitely increases caner risk because look at France and Italy they obviously have the highest cancer rates and diagnosis in the world, right? Conflating cancer risk attributed to one lifestyle choice factor is not evidence.","go ahead and roll the dice, it's all you, but don't come back crying when you find yourself stuck in a medical apron, bald, and doing your chemotherapy treatment in an attempt to save your own life... it can be prevented...",2025-05-22T17:22:03Z,2025-05-23T13:05:17Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"This made me both hopeful and sad. I'm a 27 year only woman and I know I drink in the evenings to suppress emotions, stress and mental health stuff because of trauma. And I know I'm depriving myself of life because of it but willpower isnt' it enough. The hardest part is that the love of my life suffers from it too bc of childhood trauma. We're both our worst ''enemies'' in this drinking problem. We both desperately want to quit after 4 years of this negative spiral but don't know how. This video brought up many emotions and new thoughts, I hope I can utilize it to truly make a change this time for the both of us. Thank you for making this video.","Please try to get yourselves to an AA meeting. Take an hour and just sit down and listen. It's a simple program for complicated people, and it works if you work it. Best wishes to you both.",2025-05-22T17:08:38Z,2025-05-22T17:14:03Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I HATE alcohol and drugs. I watched people drinking and how they behaved when I was a kid and i thought no way am I doing that. 
I made that decision to not drink and i know it was the right decision for me. 
I made that decision about drugs too. I have never even smoked pot. 
I think I would be a person inclined to addiction. So I will never try anything. 
I don't like to be around anyone drinking more than 1/2 drinks. I hate it.",When i was 16/17 i worked and lived with a family on a sheep station. He was a really nice man sober but as soon as he drank he was a different man. I knew then i would never marry a man who drank and ive been married now for 50 years to a man who never drank and have been happy. 😊,2025-05-22T16:58:01Z,2025-05-22T21:37:09Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I don't understand addiction. The only thing I feel ""addicted"" to is sugar. I just take other peoples word for it that addiction is real.","They say, if you can’t give up something you really like for 60 days or two months then you ARE addicted. I just gave up sugar about three weeks ago, doing well so far but we will see. I love sugar as well. My health and my memory is more important.",2025-05-22T16:54:38Z,2025-05-23T17:37:01Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,True Muslims don't even make or sell alcohol because God told us not to and that it is harmful to humans. We never needed to ask why is it banned or regret harming our health unlike the western world and non-muslims who love to ruin their own lives/health then cry and regret when it is too late to do much.,"Yes. But what about mercy, compassion and forgiveness- I still think some minds are weaker and some trauma is greater than I can imagine",2025-05-22T16:10:30Z,2025-05-22T21:44:38Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,This doctor was such a beautiful uplifting caring person. What a informative and generous interview. Thankyou,"I wonder how ""caring"" she would be if she were a frontline nurse that gets kicked, spat on, and yelled at by dope-seeking patients trying to score their drug of choice. Easy to have ""compassion"" from a distance... gimme a break",2025-05-22T16:00:50Z,2025-05-25T05:21:48Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"15:39 Trauma is not so much about the experience, it's often about being left alone to grapple with that experience by yourself","And yet we have little in the way of systemic community supports and invites for those who did not learn social skills etc when young.  We need personalized care in mental health just like fixing a broken leg takes a lot of information potentially like blood type and if a person has osteoprerosis or whatever, yet metal health sufferers basically get thrown into together as if all the same such addicts.  AA for example isn’t very good for people with early childhood trauma though it is good for generally very social people who perhaps even drank for social reasons vs trauma or they had a particularly social trauma once or reoccurring the same sort of trauma but over all AA isn’t studied longitudinally .",2025-05-22T15:52:26Z,2025-05-25T21:50:08Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I'm the only person in this comment section admitting drinking with friends. I enjoy life, In my 40s, but people think Im 22 because of intermittent fasting and I go to the gym 365 days a year. We can drink...but don't drink every single day and enjoy life.",science says you can drink but you are always increasing your cancer risk when you do so. go ahead and 'enjoy life' but don't complain when you get a diagnosis of cancer. you made your choice.,2025-05-22T15:47:34Z,2025-05-23T13:06:43Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I’m sorry, but I tried so hard to listen to this, but that awkward upward inflection she uses at the end of almost every sentence makes it unbearably irritating.  I don’t understand why people have to speak that way.  Especially someone who seems to be educated as she does.  Can she not hear what she sounds like?","no one took her aside and told her... it's sad but after all the comments on this video, I think she will have finally learned...",2025-05-22T15:31:57Z,2025-05-23T13:10:49Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,I know someone that is 73 he has been drinking since he was 15.  He drinks until he passes out. Usually a 5th a day. I think his days here are short.,"Definitely, it's surprising he's made it into his 70's, something must've changed in his life.",2025-05-22T15:29:30Z,2025-05-22T15:33:36Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,56:40  What is the name of the medication she is talking about?,Naltrexone. Anyone struggling with alcohol use disorder or opioid use disorder should research it.,2025-05-22T15:21:53Z,2025-05-22T17:25:05Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,Found the podcast I will be falling asleep to tonight; I often have to watch your podcasts twice because I fall asleep to them. Listening and learning helps my mind to focus which makes me calm. Thank you for bringing such a wide variety of guests for us to listen to!,Hopefully you'll pay attention when you're in your alert mode in the morning to such material if it's important to you.,2025-05-22T15:18:52Z,2025-05-22T16:41:35Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I love this channel, however, how can anyone take a Harvard graduate seriously? When I see Harvard on a resume, I dismiss the person instantly and NEVER hire them!",That sounds like a red flag and a sign to not get involved with your business.,2025-05-22T14:57:13Z,2025-05-22T15:53:11Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,Thank you for highlighting compassion and for changing the narrative around SUD,we should have compassion for the innocent people (like children) who are abused by addicts who refuse to take responsibility for their behavior. your compassion is misplaced.,2025-05-22T14:31:57Z,2025-05-23T13:21:27Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Her constant upspeak makes it so I can barley listen to her for more than two minutes at a time. 

Every statement is a question where she trails her voice upward at the end of a statement like you do with questions. It’s like she’s asking us questions more than expressing facts. 

Upspeak is the worst habit. There are videos on how to stop doing it. 🤦🏻‍♂️","Hahaha, reminds me of the movie ''Anchor Man"" Will Ferrell...In sequel 2, there is a scene that describes what your speaking about. Funny movie and observation.",2025-05-22T14:31:25Z,2025-05-24T14:02:48Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,I will never give up beer! :D Hard alcohol was never my thing.,Saying you don't drink hard liquor so its okay to drink beer is like people who smoke cigars saying its healthier than cigarettes because they don't inhale. Its just a slightly different set of risks. Eventually even a so-called moderate amount of beer will affect you in the ways described in this video.,2025-05-22T14:26:09Z,2025-05-22T15:17:58Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I'm over 50, I decided to stop drinking alcohol 01/01/2025, because I discovered the effects  of alcohol on  the body and brain. I feel very good and replaced social drinking with healthy mock tails.  I love it.","Making it a habit to make it happen is important as it is displacing bad habits with good habits, as opposed to giving up something, focusing on introducing something that's better.

For some people simply creating an environment where better habits can be introduced and escaping The realm of the bad habits, MAY Mark a starting point. But the nature of this talk is it needs to be individualized and we need to escape one-size-fits-all thinking or that what works for one person shouldn't be expected to work on others. 

A lot of people who have experienced in their professions will basically Express this idea that you need to have many Tools in your box and many different skills to complete your tasks as a professional. The Monopoly corporate model of profit quarterly short-term thinking or year-to-year thinking, doesn't look at things this way. It's not going to emphasize concordance with the natural rhythms of life that have been going on for millennia.",2025-05-22T14:08:14Z,2025-05-22T16:40:53Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,I'm an addict and I hope I'll sober up one day.,Start today and be patient with withdrawl and the soup mind.. that passes. Then you will heal physically and your mind clears,2025-05-22T14:02:17Z,2025-05-23T03:22:10Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,I've been on/off sober 1-2 months at a time and binging. Terrible addiction.,Good job! Never stop trying. You’ll make it. Find some support outside yourself. We usually can’t do it alone.,2025-05-22T13:58:09Z,2025-05-22T17:56:30Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"The Concept of Alcohol is actually crazy! Let me drink something that doesn’t even taste good, So that I can feel temporarily good, Only to feel Worse later. What a Paradox?",You have to find one that tastes good :) There are plenty of amazing wines to try that taste heavenly! :),2025-05-22T13:49:20Z,2025-05-22T14:12:43Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Idk man i know people who’ve never drank and got cancer and others who drank very heavily live for a long time. BTW I lived in an area where alcohol is a big thing, and I worked as a nurse. My biggest problem i see with alcohol is how it alters peoples personality and changes their habits. But as far as cancer, I’m not seeing the connection. And if we go by these statistics, then cancer in France should be off the charts.","I have often wondered- I've known many older people who drink quite a bit, and it seems to me that because their drinking is quite social, maybe the social connections make up for it risk wise.",2025-05-22T13:43:28Z,2025-05-22T14:41:17Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"On the acid reflux, should have someone discuss the Hiatal hernias that are not being fixed, and just given antacids that are causing more problems instead of fixing the hernias.",Very true.  Also stomach acid is important to kill bad bacteria and digest better. Blood type A has low stomach acid while type O has much more.  This effects people health at different level.,2025-05-22T13:25:55Z,2025-05-22T14:37:31Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Wait, GLOBALLY 2.6 million people per year?? Out of 8 billion?? That’s like 0.03% of the population die from alcohol?? If that’s an accurate number she gave, that’s insanely low considering how much alcohol is consumed by humans is it not??","Probably not out 8 billion, 2 billion dont know what it is",2025-05-22T12:56:48Z,2025-05-22T13:02:58Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"My Mom,who lived a very lovely life lost all her friends later and the loneliness was overwhelming. She was unable to create new relationships and drank 5+ full glasses of merlo per day, she changed physically and ended up with colon cancer and dementia. Heart breaking, sigh, she passed at 89 in 2023. 🙏🏽🙏🏽🙏🏽❤️😔","So sorry to hear your story, my heart goes out to you both. 😢",2025-05-22T12:43:07Z,2025-05-22T14:37:20Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I know some individuals who pontificate about alcohol consumption do it to educate , but they are simply not entirely accurate .  It’s the individuals genetics , rates of consumption and quality of alcohol . I’ve enjoyed alcohol my entire life -wildly excessive on some occasions since age of 14 , every weekend to inebriation , I’m 60 now , I eat right , smoke a ton of weed , since I was 14 -and am the picture of health , at it isn’t because I was deprived recently , it’s because of the word moderation, and moderation has to be implemented while we age , according to what your body tells you to do.  
Feel liturgically, for a few days after a night of consumption , than cut back , and hold off awhile . Cheers🥂","She addressed what you just said in the video.

And perhaps maybe you see yourself differently than others might? 

People who have used for the length of time and extent that you have have little to no awareness to what state they may actually be in. Because it was so long ago that they lived without their vices.

Frankly I have yet to see a person who drinks and smokes regularly be the “picture of perfect health”.",2025-05-22T12:42:40Z,2025-05-22T17:38:28Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,Addiction counselor worker here - yes we’ve siloed this issue😢 into poorly run ( many times) institutions I’ve seen a lot of horrors after many years in the field - we’re not going to fix it until we stop pushing alcohol in our society and expose it as the drug it is,"Right? I've been sober for almost 2 years now after 15 years of wasting my life drinking. The discourse around it is so strange when you consider any other drug of comparable danger. ""How much cocaine is the right amount I should have daily to really get my heart pumping"" is just not a sentence you'll EVER hear. But ""How many glasses a night will give me heart health benefits?"" is a VERY common question. I do see the rate of drinking among youth going down (although to be fair, we've never had youths as square as this generation, lol), so that's good. Hopefully it will be like smoking, where it just kind of dies off cause no one wants to be around it.",2025-05-22T12:25:27Z,2025-05-22T15:00:14Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"My father was an alcoholic. He never drank at home, he was arrested and jailed for drunk driving several times and sometimes disappeared for days binge drinking. My mother struggled to cope and as a child it was scary to deal with.",Sounds like a rough childhood. I will say the grass isn't always greener on the other side. My mom would drink at home most of the time sometimes she would binge drink for three days straight and it was hell and torture for my brother and I. At least your dad was away from the house.,2025-05-22T12:00:07Z,2025-05-22T15:31:00Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I am Anglo/Portuguese,  wine and water are accompaniments to food. The key is moderation, the Blue zone research found: a good diet, keeping active and good friends/family around you.  We never, ever drink on an empty stomach, nor to get tanked,  that is considered anti-social and frowned upon.","Yes, Italian Sicilian here and agree. However, when there is trauma, and a lot of trauma...guess what happens...you turn to something. Her focus on just alcohol is missing the big picture coping thing and craving.",2025-05-22T11:55:30Z,2025-05-23T00:55:15Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,What a wonderful podcast. We can all improve with compassion. Thank you,"say that to a nurse who has been screamed at, kicked, spit on, slapped by addicts who are trying to score more drugs off of them. just give them more compassion .... riiiiight",2025-05-22T11:46:35Z,2025-05-23T02:23:22Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"32:16 Eating meat is the recent cause of all the colon cancer?! Didn’t bring up eating seed oils, dyes, Cheetos, Soda and ALL the other processed food. I wish people would stop making meat the villain.","She specifically said processed meat, not all meat. So lunch meats and hot dogs. Plus she was quickly listing potential reason for risks in cancer but didn’t list all and admits there’s more. So don’t be upset, eat your grass fed beef and chicken. It’s ok so long as there isn’t extra hormones and chemicals.",2025-05-22T11:33:57Z,2025-05-22T13:20:14Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,All the men in my family drank at least 2 glasses of red wine for dinner every night until their late 80’s (Greek background) so I don’t know 🤷🏻‍♂️ anyways I’m gonna enjoy a glass of red and watch the podcast.. cheers 🍷,My cousin died in her sleep at 92... and never did a minute's 'exercise' in her whole life. I think of this often while I'm sweating through my workouts :),2025-05-22T11:27:10Z,2025-05-22T14:44:18Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I went to treatment in October 95, and my obsession was lifted. I drank till 40, and am 70 now, and still battling addiction in the form of food. You really gotta become a Warrior to get through the minefield that those in power have set up.","Try a Carnivore diet, beef, bacon, butter and eggs! Only animal products.  It has cured all my addiction to food 👍",2025-05-22T11:14:07Z,2025-05-22T13:58:44Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Brother passed 16 years today from. Alcohol contributed. 

Also, father was an alco (20 years sober). Understand the hurt, however, understanding his emotional trauma contributed towards healing.😮","I lost 2 brothers both had alcohol dependency , one was very damaged from it and his heart gave out, the other had a fall and brain haemorrhage.  I wish I had done more to assist them to get sober.
These videos have helped me not to be judgemental and have more compassion.",2025-05-22T11:06:23Z,2025-05-22T11:45:18Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"We need to incorporate Ozemic in alcohol addiction treatment. There are undoubtedly amazing effects of this drug.
Somehow it makes people repulsive to it.","To many addictions, not just food.  Ozempic affects the brain more than the gut…",2025-05-22T10:59:07Z,2025-05-22T12:24:31Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"I really feel for people with alcohol addiction. A good friend of mine is an alcoholic. It's a hard thing for me to wrap my head around because I'm a lifelong teetotaler. I knew from a young age that I didn't want to drink. It was a lack of interest in that lifestyle combined with a desire to not lose control of myself.

The thought of losing my inhibitions and doing or saying crazy or messed-up things terrified me. I want to be fully in the driver's seat of my life at all times. My aforementioned friend has told me stories about being ""blackout drunk"" where he couldn't remember large chunks of what he had done the previous night and it boggles my mind. That's a powerful addiction if you know that loss of control and even memory loss are possibilities but you do it anyway.",there is a spiritual dimension to it and its not good.,2025-05-22T10:53:47Z,2025-05-22T11:46:41Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Are we supposed to look past all the abusive ways that addicts treat their friends and family?? Oh but they are the poor victim. Sorry, no. The people they beat, steal from, lie to, cheat on etc over and over to score their drug of choice are the real victims here. What about them? Does the good doctor even care? Are these victims supposed to continue to allow themselves to be destroyed for the poor addict victim who just need more empathy? Gimme a break.","Finally, someone standing up for the real victims of alcoholics, whereby many partners end up in hospital from domestic violence.",2025-05-22T10:52:03Z,2025-05-22T11:07:36Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,Haven't had a drink since Dec of 23.  I hate it and the thought of it makes me ill.  Thank you Jesus,Same here sober from alcohol and partying. Since 2011. Turns my stomach. Although I can now watch others indulge without being affected(or tempted) these days. That took about 7+ years of sobriety from alcohol and substance abuse.,2025-05-22T10:43:41Z,2025-05-22T12:14:34Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"Almost 3 years sober. I manage a pub, so I see alcohol everyday, and the effects it has on people. I now find alcohol repulsive, I don't wanna even a sip. This chat was so good","But you still make money on other peoples addiction? If you find it so repulsive, find another job. You're basically a drug dealer.",2025-05-22T10:30:10Z,2025-05-22T13:21:55Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
Fg7U-BhiZGE,"28 days no booze, 72 days no smoking 56 year old , not hard to drink a bottle of wine in an evening  few times a week. In the last 28 days what I have discovered about alcohol I can't believe its legal. The money saved so far  from both £700 bought a really good  bike and some really really nice clothes from Joe browns. Has changed my life.",Amazing well done! The money saved is such a bonus. Perhaps cycling will be a new healthy hobby?,2025-05-22T10:13:56Z,2025-05-22T11:39:23Z,They Lied About Alcohol’s Effect On Your Brain! Here’s The Proof | Dr. Sarah Wakeman,22,The Diary Of A CEO
aqz-KE-bpKQ,"I don't know who the villain is. It's obviously supposed to be the squirrels - who were jerks - but they never tried to actually KILL the big buck bunny. It seems like he was genuinely trying to kill them, which is a severe escalation from what they were doing to him. I mean, the leader squirrel only survived by sheer luck (same with the fat squirrel, although they might have died anyway - same with the dumb squirrel).","The leader of the trio killed the butterfly though. Also, at the end the bunny spared him.",2024-12-11T18:19:04Z,2025-01-24T18:29:52Z,Big Buck Bunny 60fps 4K - Official Blender Foundation Short Film,1,Blender
aqz-KE-bpKQ,"The best movie I've seen, we urgently need a sequel, preferably in the form of a series!❤🎉",The short film will have an adaptation made by Dreamworks Animation and it'll be released on September 2029,2024-09-02T14:47:06Z,2024-10-15T01:43:33Z,Big Buck Bunny 60fps 4K - Official Blender Foundation Short Film,1,Blender
aqz-KE-bpKQ,"This video was on all our old eReaders by eMatic, MP3 players by eMatic, 3DS, some TVs, and tablets.",I had a tablet that played this animation when I was a kid but I cant find it for the life of me!! Would you happen to know the brand or name? 😅,2024-02-09T09:47:11Z,2024-08-11T07:02:19Z,Big Buck Bunny 60fps 4K - Official Blender Foundation Short Film,1,Blender
aqz-KE-bpKQ,I remember i used to see this on those electronic stores where those tvs shows this animation as their showcase,Yup it's copyright free and kinda like a cartoon so makes sense,2023-06-13T08:01:58Z,2023-06-22T12:19:03Z,Big Buck Bunny 60fps 4K - Official Blender Foundation Short Film,1,Blender
aqz-KE-bpKQ,"I used to watch this all the time as a kid. I was so young, while my parents fed me I just lay in their lap watching this on the phone. I was only 1 or 2 years old back then, now as I'm watching this again, it brings back so much memories. God I love this","aww that’s cute! ❤
also, i was so sad when the bunny got the chinchilla even though it did nothing but be adorable :(",2023-05-16T09:47:46Z,2023-06-05T17:20:12Z,Big Buck Bunny 60fps 4K - Official Blender Foundation Short Film,1,Blender
aqz-KE-bpKQ,Can't believe it took me this long to see this. Excellent sound design!,and is made on potato pc wtf 1 year render 🤣🤣🤣🤣,2022-04-09T07:51:19Z,2023-06-25T06:44:32Z,Big Buck Bunny 60fps 4K - Official Blender Foundation Short Film,1,Blender
