annotator_ir	session_id	example_id	knowledge	power	status	trust	support	similarity	identity	fun	conflict	other	other_text	none
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	5525	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	4334	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	6113	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	2519	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	7799	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	7726	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	6096	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	6807	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	4588	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	4208	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5208	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	2102	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4119	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	92	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	2675	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1390	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	1526	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	3073	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	4237	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	5298	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	3671	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5c330cefca23620001b262b1	67ebf1fd7e02475dbe7d11e8	4023	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4033	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5039	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	5351	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	3637	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	7319	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	5027	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	6095	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5582	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	6985	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	634	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	7467	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	1219	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	6595	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	2558	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	3914	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	2322	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	6152	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	7367	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1980	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	2414	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5243	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1636	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	7727	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	5056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	7216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	7099	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	3448	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	3368	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	6475	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	2403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	2839	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	7663	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	5107	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4995	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	4462	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	3639	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	7627	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	3495	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4837	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e2b20be12da665d555064d	67ebfa928eb1ea379918bb2f	7739	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	4892	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	2794	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	5181	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5017	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	1702	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4451	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	1337	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	5478	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1291	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	2882	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	643	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	1174	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5256	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	766	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	2150	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	242	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	1818	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
662e8362fe2934ca86a16596	67ebfc06d681096a46c9b4cb	3852	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	2600	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	4883	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	966	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	4837	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5148	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	2044	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	7827	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	2628	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5601	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	183	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4681	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	4611	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	3728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1777	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5494	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	1387	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	5142	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5382	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	1785	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5469	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
662e8362fe2934ca86a16596	67ebfc06d681096a46c9b4cb	7320	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	4267	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	2212	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	6954	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	6383	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5137	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	5715	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	1827	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	2010	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6113d05ff415bab1824688e3	67ebf98886bfa8e51b3ead8d	318	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	6344	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	4716	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	3485	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	6463	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
662e8362fe2934ca86a16596	67ebfc06d681096a46c9b4cb	3759	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	4437	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5ecd22e76997ec03464c71aa	67ebf9ef04f2590dbb391552	4384	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	3269	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	6912	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	3545	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	6091	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	526	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	1528	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	1965	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	2739	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	4264	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	2720	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	4380	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
662e8362fe2934ca86a16596	67ebfc06d681096a46c9b4cb	2030	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	6324	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	960	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	5474	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	3351	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	5393	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
5d8ceadadad82b0016bac50b	67ebfde662000b40c9f9a87d	4925	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5364	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
56abcb46f209e0000adab961	67ebfdb4c285614e0c9dee7a	6354	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	6174	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	2574	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
5d8ceadadad82b0016bac50b	67ebfde662000b40c9f9a87d	853	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	1094	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	2888	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
666ed73e4b49ad92368677b3	67ebf8beec225a2edf7ccda5	2364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67e6b586b2bbf7154e9a99f6	67ebf50c57195bae28d7bcb0	5326	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
662e8362fe2934ca86a16596	67ebfc06d681096a46c9b4cb	2706	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE
6405ea70e659d84377d7cdb1	67ebfc8182c55e4c6dfbb7c2	4855	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE		FALSE
665efdf173820edd2b8d4d23	67ebfcf0e07fe9e4dff4e090	3736	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
67cb4e757f373c872e985744	67ebfac3a0268b66dbdfc319	2321	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE
